,Scripcode,Start Date,End Date,Entry Buffer,Exit Buffer,MSL,BEP
,BPCL EQ,2014-01-01,2024-12-31,1.0,1.0,5.0,no
,,,,,,,,,,,
,,,,,,,,,,,
,System,Entry Date,Exit Date,Trade,Entry,Exit,P&L,Cumm PL,Comments,HH/LL,% ITM
187,,2020-03-31,2020-04-03,Buy,307.04,291.69,-15.35,,MSL,481.1,56.69
188,,2020-02-04,2020-02-26,Buy,469.04,450.35,-18.69,,SAR,510.0,8.73
189,,2020-04-15,2020-04-22,Buy,367.84,349.45,-18.39,,MSL,372.9,1.38
190,,2020-02-26,2020-03-31,Sell,450.35,307.04,143.31,,SAR,252.0,44.04
191,,2020-03-31,2020-04-03,Buy,307.04,357.2,50.16,,SAR,326.0,6.18
192,,2020-04-28,2020-05-04,Buy,369.26,350.79,-18.47,,MSL,374.85,1.51
193,,2020-04-07,2020-05-06,Buy,333.0,321.25,-11.75,,SAR,374.85,12.57
194,,2020-05-06,2020-05-06,Sell,338.13,338.13,0.0,,Short,291.8,13.7
195,,2020-05-06,2020-05-27,Sell,338.13,327.24,10.89,,SAR,291.8,13.7
196,,2020-05-27,2020-07-16,Buy,327.24,327.24,0.0,,SAR,402.05,22.86
197,,2020-07-16,2020-05-18,Sell,364.52,304.18,60.34,,Short,291.85,19.94
198,,2020-05-18,2020-05-22,Sell,304.18,319.39,-15.21,,MSL,291.8,4.07
199,,2020-07-17,2020-07-30,Buy,400.21,430.75,30.54,,SAR,481.0,20.19
200,,2020-06-05,2020-07-16,Buy,362.99,364.52,1.53,,SAR,402.05,10.76
201,,2020-07-30,2020-08-11,Sell,430.75,432.53,-1.78,,MSL,391.0,9.23
202,,2020-08-11,2020-08-14,Buy,432.53,372.75,-59.78,,MSL,434.1,0.36
203,,2020-08-31,2020-08-31,Buy,426.22,404.91,-21.31,,MSL,426.4,0.04
204,,2020-07-16,2020-07-16,Sell,364.52,382.74,-18.22,,MSL,inf,inf
205,,2020-09-07,2020-09-08,Sell,396.5,416.32,-19.82,,MSL,392.0,1.13
206,,2020-07-17,2020-07-30,Buy,430.66,430.75,0.09,,SAR,481.0,11.69
207,,2020-09-22,2020-10-21,Sell,395.06,353.3,41.76,,SAR,325.0,17.73
208,,2020-10-21,2020-07-30,Buy,353.3,430.75,0.0,,SAR,,
209,,2020-07-30,2020-08-11,Sell,430.75,432.53,-1.78,,SAR,325.0,24.55
210,,2020-08-11,2020-08-14,Buy,432.53,410.91,-21.62,,MSL,434.1,0.36
211,,2021-01-08,2021-01-25,Buy,400.92,391.0,-9.92,,SAR,430.0,7.25
212,,2020-08-31,2020-08-31,Buy,426.22,404.91,-21.31,,MSL,426.4,0.04
213,,2021-01-25,2021-02-02,Sell,391.0,406.88,-15.88,,SAR,376.25,3.77
214,,2021-02-02,2021-02-17,Buy,406.88,417.5,10.62,,MSL,438.05,7.66
215,,2021-02-17,2020-09-07,Sell,404.96,396.5,8.46,,Short,396.2,2.16
216,,2020-09-07,2021-02-18,Sell,396.5,430.66,-34.16,,SAR,396.2,0.08
217,,2021-02-18,2021-03-09,Buy,430.66,416.32,-14.34,,MSL,482.4,12.01
218,,2021-03-09,2020-09-22,Sell,445.6,395.06,50.54,,Short,382.2,14.23
219,,2020-09-22,2021-03-12,Sell,395.06,458.54,-63.48,,SAR,325.0,17.73
220,,2021-03-12,2021-03-17,Buy,458.54,435.61,-22.93,,MSL,465.6,1.54
221,,2020-10-21,2020-10-29,Buy,353.3,338.63,-14.67,,SAR,355.35,0.58
222,,2021-04-12,2020-10-29,Sell,416.89,338.63,78.26,,Short,338.2,18.88
223,,2020-10-29,2021-04-30,Sell,338.63,432.63,-94.0,,SAR,338.2,0.13
224,,2021-04-30,2021-06-18,Buy,432.63,355.56,-77.07,,MSL,493.9,14.16
225,,2021-06-18,2021-07-22,Sell,471.24,463.89,7.35,,SAR,344.2,26.96
226,,2021-07-22,2021-08-11,Buy,463.89,440.7,-23.19,,MSL,465.8,0.41
227,,2020-11-10,2020-11-27,Buy,383.8,371.3,-12.5,,SAR,415.0,8.13
228,,2021-08-16,2021-09-16,Buy,463.44,437.5,-25.94,,SAR,503.0,8.54
229,,2020-11-27,2021-09-16,Sell,371.3,440.27,-68.97,,MSL,inf,inf
230,,2020-12-21,2021-09-16,Sell,383.23,437.5,-54.27,,Short,357.0,6.84
231,,2021-09-16,2021-01-08,Sell,437.5,400.92,36.58,,SAR,357.0,18.4
232,,2021-01-08,2021-01-25,Buy,400.92,437.5,36.58,,SAR,430.0,7.25
233,,2021-09-29,2021-10-20,Buy,437.99,445.0,7.01,,SAR,470.0,7.31
234,,2021-01-25,2021-02-02,Sell,391.0,406.88,-15.88,,SAR,376.25,3.77
235,,2021-02-02,2021-02-17,Buy,406.88,452.0,45.12,,SAR,438.05,7.66
236,,2021-02-17,2021-10-20,Sell,404.96,445.0,-40.04,,Short,410.7,1.42
237,,2021-10-20,2021-12-09,Sell,445.0,396.17,48.83,,MSL,365.8,17.8
238,,2021-12-09,2021-12-20,Buy,396.17,425.21,29.04,,SAR,401.5,1.35
239,,2021-12-20,2021-02-19,Sell,377.19,438.69,-61.5,,SAR,357.4,5.25
